"Spend Period (Daily)","DOW","Slicer 1","Slicer 2","Slicer 3","Slicer 4","Slicer 5","10% Bucket","total_revenue_shared (SUM)"
"2026-06-07 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall","60-70%",0.02656
"2026-06-07 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall","70-80%",0.47381
"2026-06-07 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall","80-90%",0.44473
"2026-06-07 00:00:00","1.Sunday","Detective Vikrant","Overall","Overall","Overall","Overall","90-100%",3.5615500000000013
"2026-06-07 00:00:00","1.Sunday","Apocalypse Meltdown","Overall","Overall","Overall","Overall","10-20%",0.38381000000000004
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","0-10%",19.003760000000003
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","10-20%",44.05210000000001
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","20-30%",27.32354000000001
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","30-40%",6.63536
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","40-50%",2.6712300000000004
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","50-60%",8.549830000000002
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","60-70%",7.637699999999997
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","70-80%",17.437720000000017
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","80-90%",16.177060000000004
"2026-06-06 00:00:00","7.Saturday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","90-100%",6.0399
"2026-06-06 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","0-10%",22.661189999999998
"2026-06-06 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","10-20%",28.025609999999993
"2026-06-06 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","20-30%",18.17251000000001
"2026-06-06 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","30-40%",13.757719999999999
"2026-06-06 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","40-50%",7.685129999999999
"2026-06-06 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","50-60%",12.364520000000004
"2026-06-06 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","60-70%",27.075580000000002
"2026-06-06 00:00:00","7.Saturday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","70-80%",20.69371
"2026-06-06 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","0-10%",5.6780599999999986
"2026-06-06 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","10-20%",14.55163
"2026-06-06 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","20-30%",13.665780000000003
"2026-06-06 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","30-40%",3.7612499999999995
"2026-06-06 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","40-50%",2.1075799999999996
"2026-06-06 00:00:00","7.Saturday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","50-60%",2.8516999999999997
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","0-10%",0.4482100000000001
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","10-20%",2.67505
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","20-30%",1.5621599999999998
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","30-40%",2.8325199999999997
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","40-50%",0.87689
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","50-60%",1.0915
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","60-70%",4.12627
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","70-80%",2.0136499999999997
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","80-90%",2.9601200000000008
"2026-06-06 00:00:00","7.Saturday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","90-100%",6.4921999999999995
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","0-10%",0.90243
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","10-20%",1.34101
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","20-30%",1.7686599999999997
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","30-40%",4.820719999999999
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","40-50%",2.4643899999999994
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","50-60%",0.08649
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","60-70%",0.36239
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","70-80%",2.4526999999999997
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","80-90%",2.5225900000000006
"2026-06-06 00:00:00","7.Saturday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","90-100%",1.5693399999999995
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","0-10%",1.69005
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","10-20%",2.84415
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","20-30%",1.4345500000000002
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","30-40%",1.9864199999999999
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","40-50%",3.6712199999999995
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","50-60%",0.0616
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","60-70%",0.15142
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","70-80%",0.24779
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","80-90%",3.1857
"2026-06-06 00:00:00","7.Saturday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","90-100%",2.2781199999999995
"2026-06-06 00:00:00","7.Saturday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall","0-10%",3.4251199999999997
"2026-06-06 00:00:00","7.Saturday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall","10-20%",3.1745399999999995
"2026-06-06 00:00:00","7.Saturday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall","20-30%",2.4880700000000004
"2026-06-06 00:00:00","7.Saturday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall","30-40%",0.5097800000000001
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall","0-10%",0.5186700000000001
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall","10-20%",0.6337800000000001
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall","20-30%",0.37944000000000006
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall","30-40%",1.9763899999999988
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall","40-50%",1.56136
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall","50-60%",1.0265
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall","70-80%",0.06303
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall","80-90%",0.00856
"2026-06-06 00:00:00","7.Saturday","Detective Vikrant","Overall","Overall","Overall","Overall","90-100%",1.9881000000000002
"2026-06-05 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","0-10%",33.958310000000004
"2026-06-05 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","10-20%",21.961780000000005
"2026-06-05 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","20-30%",21.69232
"2026-06-05 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","30-40%",11.003039999999999
"2026-06-05 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","40-50%",11.438330000000002
"2026-06-05 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","50-60%",8.808740000000006
"2026-06-05 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","60-70%",29.71724
"2026-06-05 00:00:00","6.Friday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","70-80%",20.61782
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","0-10%",17.22083
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","10-20%",30.414670000000005
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","20-30%",12.677959999999999
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","30-40%",7.177049999999998
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","40-50%",4.20933
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","50-60%",9.428159999999998
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","60-70%",17.798970000000008
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","70-80%",15.29155
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","80-90%",12.889749999999998
"2026-06-05 00:00:00","6.Friday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","90-100%",8.87564
"2026-06-05 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","0-10%",10.72169
"2026-06-05 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","10-20%",6.4546199999999985
"2026-06-05 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","20-30%",12.27982
"2026-06-05 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","30-40%",1.01658
"2026-06-05 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","40-50%",2.9376700000000007
"2026-06-05 00:00:00","6.Friday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","50-60%",1.2205200000000003
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","0-10%",0.72994
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","10-20%",0.7176800000000001
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","20-30%",2.5101500000000003
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","30-40%",2.0973599999999997
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","40-50%",2.55695
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","50-60%",2.4820400000000005
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","60-70%",4.35725
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","70-80%",2.87772
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","80-90%",6.94388
"2026-06-05 00:00:00","6.Friday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","90-100%",4.57033
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","0-10%",1.7513899999999998
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","10-20%",3.1215699999999997
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","20-30%",1.5823399999999999
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","30-40%",2.2907499999999996
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","40-50%",2.1474800000000003
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","50-60%",0.24557
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","60-70%",1.11497
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","70-80%",0.49904000000000004
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","80-90%",3.7538300000000002
"2026-06-05 00:00:00","6.Friday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","90-100%",6.352699999999999
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","0-10%",0.26745
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","10-20%",3.465790000000001
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","20-30%",2.4290599999999998
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","30-40%",2.1129100000000003
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","40-50%",0.6596799999999999
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","50-60%",0.14154
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","60-70%",3.3434999999999997
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","70-80%",0.98632
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","80-90%",0.80708
"2026-06-05 00:00:00","6.Friday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","90-100%",1.8947800000000004
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","0-10%",0.72677
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","10-20%",0.07821
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","20-30%",2.0915999999999997
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","30-40%",0.5198400000000001
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","40-50%",2.71844
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","50-60%",0.94402
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","60-70%",0.7563600000000003
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","70-80%",0.7458
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","80-90%",0.06301
"2026-06-05 00:00:00","6.Friday","Detective Vikrant","Overall","Overall","Overall","Overall","90-100%",2.6726200000000015
"2026-06-05 00:00:00","6.Friday","Apocalypse Meltdown","Overall","Overall","Overall","Overall","10-20%",3.24938
"2026-06-05 00:00:00","6.Friday","Apocalypse Meltdown","Overall","Overall","Overall","Overall","20-30%",0.19257
"2026-06-05 00:00:00","6.Friday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall","0-10%",1.81868
"2026-06-05 00:00:00","6.Friday","Gangster Billionaire | गैंगस्टर बिलिनेर","Overall","Overall","Overall","Overall","10-20%",1.1856000000000002
"2026-06-04 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","0-10%",27.06747
"2026-06-04 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","10-20%",27.39826999999999
"2026-06-04 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","20-30%",22.028689999999994
"2026-06-04 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","30-40%",5.330119999999999
"2026-06-04 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","40-50%",21.29923
"2026-06-04 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","50-60%",5.52464
"2026-06-04 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","60-70%",28.64208
"2026-06-04 00:00:00","5.Thursday","Shiva : Ek Pretyodha","Overall","Overall","Overall","Overall","70-80%",23.52932
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","0-10%",16.760390000000005
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","10-20%",26.62268
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","20-30%",6.633609999999999
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","30-40%",4.1547
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","40-50%",4.2817300000000005
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","50-60%",9.350919999999995
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","60-70%",19.406139999999994
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","70-80%",10.79964000000001
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","80-90%",8.166320000000002
"2026-06-04 00:00:00","5.Thursday","Secret Fauji | सीक्रेट फौजी","Overall","Overall","Overall","Overall","90-100%",10.2447
"2026-06-04 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","0-10%",9.291
"2026-06-04 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","10-20%",9.519799999999998
"2026-06-04 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","20-30%",11.12716
"2026-06-04 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","30-40%",0.21911
"2026-06-04 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","40-50%",7.28619
"2026-06-04 00:00:00","5.Thursday","The Return of Zombie  Father | द रिटर्न ऑफ़ ज़ॉम्बी फ़ादर","Overall","Overall","Overall","Overall","50-60%",9.706479999999997
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","0-10%",1.51967
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","10-20%",2.1201000000000003
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","20-30%",1.23201
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","30-40%",1.04678
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","40-50%",2.7202
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","50-60%",5.031339999999998
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","60-70%",2.83284
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","70-80%",0.49083
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","80-90%",6.65398
"2026-06-04 00:00:00","5.Thursday","Vashikaran | वशीकरण","Overall","Overall","Overall","Overall","90-100%",3.5134499999999997
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","0-10%",2.3292800000000002
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","10-20%",4.33683
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","20-30%",0.83332
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","30-40%",3.0210099999999995
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","40-50%",4.04322
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","50-60%",1.7962300000000002
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","60-70%",0.5669500000000001
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","70-80%",3.3286899999999995
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","80-90%",4.230200000000001
"2026-06-04 00:00:00","5.Thursday","Commander Vikram Chauhan । कमांडर विक्रम चौहान","Overall","Overall","Overall","Overall","90-100%",2.42332
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","0-10%",2.5241800000000003
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","10-20%",3.0302899999999995
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","20-30%",1.6644200000000002
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","30-40%",2.6362300000000003
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","40-50%",0.6552899999999999
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","50-60%",0.12859
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","60-70%",0.9087999999999999
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","70-80%",0.34671
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","80-90%",1.31968
"2026-06-04 00:00:00","5.Thursday","Saaya: A Cursed Love Story |साया : अ कर्सड लव स्टोरी","Overall","Overall","Overall","Overall","90-100%",4.017649999999999
"2026-06-04 00:00:00","5.Thursday","Detective Vikrant","Overall","Overall","Overall","Overall","0-10%",0.31963
